Tag_Option,Account_Category,Account_Name,Account_Code,Total
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,1470.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025080 - سوق الدار,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
Untagged,Cost of Goods Sold,Official documents printing - 521104 - طباعة مستندات رسمية,521104,0.0
Overall,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,170154.0
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,170154.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025080 - سوق الدار,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
Untagged,Cost of Goods Sold,Other government fees - 510306 - رسوم حكومية أخرى,510306,0.0
Overall,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,12695.28
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,3667.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025080 - سوق الدار,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,9028.28
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
Untagged,Cost of Goods Sold,Other software subscription - 521408 - اشتراك برمجيات أخرى,521408,0.0
Overall,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,7895.5
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,375.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,2775.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,2575.5
8025080 - سوق الدار,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,2170.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
Untagged,Cost of Goods Sold,Paper printing - 521101 - طباعة ورقية,521101,0.0
Overall,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,17.0
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,17.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025080 - سوق الدار,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
Untagged,Cost of Goods Sold,Papers - 530404 - ورق تصوير,530404,0.0
Overall,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,2394853.86
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,101511.49
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,93238.78
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,417978.28
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,234250.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,416169.56
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,69419.56
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,22500.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,158792.88
8025010 - مشروع العربة,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,536506.5
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,5000.09
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,39350.01
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,57500.02
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,15000.03
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,142820.48
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8025080 - سوق الدار,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,12650.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,16036.0
8025120 - مشروع تقديم خدمات استشارية لأكاديمية الفوزان,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.03
8026010 - تأسيس وحدة الاستثمار الاجتماعي مع جمعية متلازمة النجاح,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,9986.0
8026020 - التأهيل للتوظيف,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,10600.0
8026030 - حاضنة أثر الطاقة الاجتماعية,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,35544.15
Untagged,Cost of Goods Sold,Payroll and related - 510101 - الرواتب وما في حكمها,510101,0.0
Overall,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,11551.0
8000010 - تسوية مراكز التكلفة تكامل,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8000011 - المصاريف العمومية والادارية تكامل,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8000020 - مصاريف بيعية وتسويقية تكامل,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8000030 - تدريب وتطوير تكامل,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8000040 - مكتب ادارة المشاريع تكامل,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8000050 - الاتصال المؤسسي تكامل,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8000060 - منصة قياس الأثر,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8023010 - إنشاء مقار إدارة العمل التطوعي لخدمة ضيوف الرحمن,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8023020 - منهجية عمل تعزز البنية المؤسسية للمنظمات غير الربحية,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,1517.0
8023030 - رفع الوعي الفني لدى منظمات القطاع غير الربحي,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8024010 - مشروع تقديم خدمات تأسيس وتفعيل وحدات ومراكز العمل التطوعي,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8024020 - مشروع الخدمات اللوجستية للعاملين في القطاع غير الربحي,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8024030 - تمكين الجمعيات المتخصصة العاملة في القطاع غير الربحي,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8024040 - تقديم الخدمات اللوجستية للتدريب في برنامج رائد,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025010 - مشروع العربة,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025020 - مشروع وزارة الرياضة,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025030 - تقديم 3000 ساعة عمل تطوعية لموظفين شركة الكهرباء,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025040 - مصنع الابتكار - اشوكا,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025050 - حصر الاحتياج التدريبي في منظومة الصحة,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025060 - مجموعات عمل التطوع التكافلي,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,7034.0
8025070 - سفر الإفطار في الحرم المكي,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025080 - سوق الدار,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,3000.0
8025090 - هاكاثون الوعي المعرفي,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025100 - مشروع منظومة عمل إدارة دراسات الحالة,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
8025110 - مشروع خارطة الاستثمار الاجتماعي في قطاع الشباب,Cost of Goods Sold,Performance bonus - 530202 - مكافأة تميز,530202,0.0
